Company name,Amount (millions),Date,Industry,City,State,Lead Investor,Company description,Round Type
Jenny Life,3.5,4/3/2020,Finance,Seattle,Washington,Cmfg Ventures ,Jenny Life is a life insurance innovation company that uses new technology to upgrade the way you buy life insurance.,
Atmosphere,5,4/2/2020,Media and entertainment,Austin,Texas,S3 Ventures - Valor Siren Ventures I Lp - Valor Siren Ventures Partner ,"Atmosphere provides a free ad-supported platform which offers 21 audio-optional channels such as CHIVE TV, Red Bull TV, X Games TV, America’s Funniest Videos TV and Quick Take by Bloomberg.",
Concertio,4.2,4/2/2020,Software,New York City,New York,Differential Ventures ,"Concertio is a provider of AI-powered system performance optimization tools from the lab to deployment. Its patented Optimizer increase performance by tailoring the many system and application settings to work in concert with the currently running workloads, all automatically, continuously and in real-time",
Jassby,5,4/2/2020,Software,Waltham,Massachusetts,Blumberg Capital Llc - Correlation Vc - Pnp Ventures ,"We're developing the next big payments system, all mobile, no cards, no wallets. ",
SteadyMD,6,4/3/2020,Software,St Louis,Missouri,Crosscut Ventures - First Trust Capital Partners Llc - Hyde Park Venture Partners - M25 - Next Ventures Lp - Pelion Venture Partners - Wild Ventures ,"SteadyMD is a healthcare provider and technology company that offers ongoing, continuous, and dedicated primary care online via web, mobile, phone, secure text, and video chat interfaces.",
Calviri,2.25,4/3/2020,Healthcare services,Tempe,Arizona,,Calviri is an early stage healthcare company whose mission is to provide a broad spectrum of fundamentally different vaccines and companion diagnostics that prevent and treat cancer for those either at risk or diagnosed.,
Savology,0.75,4/3/2020,Finance,Provo,Utah,,"Savology is a venture-backed startup that is on a mission to improve the financial wellbeing of millions of American households by making financial planning more accessible, actionable, and effective than ever before.",
Zentalis Pharmaceuticals,165,4/3/2020,Biotechnology,New York City,New York,,"Developing potentially best-in-class, novel small molecules targeting fundamental biological pathways in cancer",
Rarefied Atmosphere Inc,14,4/6/2020,Media and entertainment,Austin,Texas,S3 Ventures - Valor Siren Ventures I L.p (vsv) ,"Atmosphere,is a leader in streaming TV for businesses known for offering a network of channels",
Click Diagnostics Inc,70,4/5/2020,Medical devices and equipment,San Jose,California,Cedars-sinai Medical Center ,"Click Diagnostics is a new kind of diagnostics company, currently in stealth mode",
Bloomer Tech,3,4/4/2020,Medical devices and equipment,Cambridge,Massachusetts,Material Impact - One Brave Idea ,Bloomer Tech’s vision is to be at the forefront of solving major women's global health issues. We start by tracking elements of cardiovascular disease. ,
Livly,8,4/4/2020,Software,Chicago,Illinois,Founder Equity - Geolo Capital - Oca Ventures ,Livly is a unified digital platform that delivers great experiences to residents and revenue to property owners.,
Comtech Telecommunications,1.6,4/7/2020,Telecommunications,Melville,New York,,"Comtech Telecommunications Corp. designs, develops, produces and markets innovative products, systems and services for advanced communications solutions. We are technology leaders in the markets that we serve and conduct our business through three decentralized but complementary segments.",
Psiquantum Ltd,215,4/7/2020,Retailing and distribution,New York City,New York,,PsiQuantum is a building general purpose silicon photonic quantum company.,
Pulse Q&a,6.5,4/7/2020,Software,San Francisco,California,Av8 Ventures ,Pulse Q&A empowers CIOs to make innovation and spend decisions based on crowdsourced data from thousands of their peers.,
E Resonate Media Corp,1,4/6/2020,Media and entertainment,Playa Vista,California,,"Developing Innovative Online Tools, Resources & Solutions For Live-Music Venues, Artists & Fans.",
Ifresh,2.5,4/6/2020,Consumer Products and Services,New York City,New York,,"iFresh, Inc. a leading Asian American grocery supermarket chain and online grocer",
Tytocare,50,4/8/2020,Healthcare services,New York City,New York,Echo Health - Insight Partners - Olive Tree Ventures - Orbimed - Qualcomm Ventures - Qure - Teuza ,Tyto Care is transforming primary care by putting health in the hands of consumers. We seamlessly connect people to clinicians to provide the best home examination and diagnosis solutions.,
Cybermdx,20,4/8/2020,Software,New York City,New York,Cybermdx - Pitango Venture Capital - Qure Ventures ,"CyberMDX, a leading provider of medical cybersecurity, delivers zero touch visibility and threat prevention for medical devices and clinical assets. CyberMDX delivers a scalable, easy to deploy cybersecurity solution, providing unmatched visibility and protection of medical devices ensuring their operational continuity as well as patient and data safety.",
Perch,8,4/7/2020,Consumer Products and Services,New York City,New York,Spark Capital - Tectonic Ventures ,"Perch is the marketplace for buying and selling homes. Perch helps customers sell their home on their schedule without the hassles, at market price. ",machine learning
Canex Metals Inc,0.6,4/7/2020,Industrial and energy,Calgary,Alberta,,A Canadian Junior Exploration Company .,
Shippo,30,4/7/2020,Software,Sunnyvale,California,Bessemer Venture Partners - D1 Capital Partners - Uncork Capital - Union Square Ventures - Version One ,"Our mission is to find the cheapest, fastest and most reliable delivery option for your customers.",shipping
Spot & Tango,4.2,4/8/2020,Healthcare services,New York City,New York,Guild Capital ,"Spot & Tango is a pet health and wellness brand focused on making fresh, nutritious, healthy and sustainable dog food accessible to all. Through a questionnaire, the company customizes meal plans based on a dog’s age, weight, breed, and lifestyle. ",
Airbnb,1000,4/8/2020,Software,San Fransisco,California,Silver Lake Partners,"Airbnb is an online community marketplace for people to list, discover, and book accommodations around the world.",
Universe,10,4/8/2020,Software,New York City,New York,Google Ventures ,"Universe allows anyone to design their online presence with a custom domain, without writing code or spending money on professional developers.",
Workclout,2.3,4/8/2020,Software,Los Angles,California,Liquid 2 Ventures Lp - Mehta Ventures - Pioneer Fund - Soma Capital - Spider Capital - Y Combinator ,WorkClout is a SaaS company that helps manufacturers increase their operational efficiency.,
Living Security,5,4/8/2020,Software,Austin,Texas,Active Capital - Rain Capital - Saas Venture Partners - Silverton Partners ,Living Security’s mission is to equip people with the knowledge and tools to protect their freedom in all areas on their lives. ,
Healthgrowth Capital Llc,16.8,4/8/2020,Finance,Austin,Texas,,"HealthGrowth Capital, LLC is a leading direct lender to community pharmacies and offers a full spectrum of financial products, including its proprietary PharmLine ™ revolving line of credit, SBA loans, including PPP Payroll Protection Program loans, Asset-Based Loans (ABL) and equipment finance options.",
Teamworks,25,4/8/2020,Software,Durham,North Carolina,Afia Capital - Delta-v Capital - Dumac - General Catalyst - Seaport Capital - Stadia Ventures ,"Teamworks streamlines communication, operations, and information sharing for coaches, administrators, athletic trainers, academic advisors and thousands of student-athletes on over 790 teams at NCAA institutions nationwide.",
IFM Restoration,10,4/8/2020,Software,Dallas,Texas,Brick & Mortar Ventures ,"IFM Restoration maintains, repairs, and improves its clients' real estate properties.",
Monogram Health,7,4/8/2020,Healthcare,Nashville,Tennessee,Frist Cressey Ventures,Monogram Health is leading Nephrologists to deliver transformative kidney care services.,
Silvercloud Health,16,4/9/2020,Healthcare services,Boston,Massachusetts,Act Venture Capital - B Capital Group - Lrvhealth - Memorialcare Innovation Fund Lp - Memorialcare Innovation Fund Lrv Health Osf Ventures And Unity Point Health Ventures - Osf Ventures - Unitypoint Health Ventures ,"SilverCloud is a highly innovative cloud based platform that enables healthcare organisations to deliver a broad range of engaging therapeutic programs to their clients through a managed, secure and supportive environment.",
Circleci,100,4/9/2020,Software,San Francisco,California,IVP - Sapphire Ventures ,CircleCI Enterprise delivers the same CI and CD platform that developers love with the added security and configurability that comes from running inside your private cloud or data center.,software
Nextstep Interactive,3.6,4/9/2020,Business Products and Services,Seattle,Washington,,NextStep Interactive is creating next-generation technology and learning solutions to meet the needs of the health care industry.,
Arturo,8,4/9/2020,Software,Chicago,Illinois,Crosslink Capital - Iag Firemark Ventures ,"Deep Learning, Predictive Analytics, Insurance, REITs, PERE funds, Commercial Property Management",
Enveil,10,4/9/2020,Software,Fulton,Maryland,1843 Capital - Bloomberg Beta - C5 Capital - Capital One Growth Ventures - Mastercard ,"Enveil is a pioneering data security company protecting Data in Use. Performing actions such as search and analytics have historically required decryption, creating points of exposure.",
Kate Farms,23,4/9/2020,Consumer Products and Services,Santa Barbara,California,,Kate Farms provides plant-based formulas prescribed to deliver vital medical nutrition to those most in need ages.,
Stamus Networks,1.5,4/9/2020,Software,Indianapolis,Indiana,Elevate Ventures - Visiontech Angels ,Stamus Networks believes cyber security professionals should spend less time pouring though noisy alerts and more time investigating true indicators of compromise (IOC).,
Airbrake,11,4/9/2020,Software,Austin,Texas,Elsewhere Partners ,Airbrake is a full-stack Application Monitoring service that helps thousands of engineering teams build and deploy great software.,
Thras.io Inc,75,4/9/2020,Business Products and Services,New York City,New York,,Thrasio is the fastest growing acquirer of Amazon FBA businesses.,
Alertmedia,15,4/9/2020,Software,Austin,Texas,JMI Equity - Next Coast Ventures - Silverton Partners ,AlertMedia provides a critical communications platform and monitoring services to enterprise customers.,
Tango Therapeutics,60,4/9/2020,Biotechnology,Cambridge,Massachusetts,,Tango Therapeutics is a biotechnology company discovering and developing novel medicines targeting cancer vulnerabilities to deliver transformational new therapies for patients.,
I2o Therapeutics Inc,4,4/9/2020,Biotechnology,Boston,Massachusetts,Jdrf T1d Fund - Sanofi-genzyme Bioventures ,i2o Therapeutics is a biotech company developing safe and effective oral formulations of therapies traditionally limited to injections. ,
Seeqc Inc,5,4/10/2020,Semiconductors,Elmsford,New York,M Ventures ,"SeeQC is a semiconductor company making quantum computing useful, commercially and at scale.",
Bugcrowd,30,4/10/2020,Finance,San Francisco,California,Paladin Capital ,"Crowdsourced security for web and mobile applications.
Bugcrowd runs managed bug bounties, where members of our curated crowd of security researchers compete to be the first to report security flaws for cash and kudos.

Facebook, Google and Paypal have used this approach for years, now Bugcrowd makes it available to technology dependant companies of all shapes and sizes.",data security
Rebellyous Foods,6,4/10/2020,Consumer Products and Services,Seattle,Washington,Agronomics - Clear Current Capital - Fifty Years - Liquid 2 Ventures Lp - Vulcan Capital ,Rebellyous Foods is a food manufacturing technology and production company.,
Wellpay,3.8,4/10/2020,Software,San Mateo,California,8vc - Advisors.fund - Montage Ventures - Mubadala Capital-ventures - Ttcer ,"Wellpay provides a financial technology platform, powered by machine learning, which enables patients to securely pay medical bills and upload medical bills they wish to pay over time.",
Darmiyan,6,4/10/2020,Software,San Francisco,California,Eisai - It-farm - Y-combinator (yc) ,"Darmiyan provides AI-Powered virtual microscope BrainSee, its novel and proprietary technology (US patent 10573414) that provides a solution for early diagnosis, monitoring, and stratification of Alzheimer’s disease.",
Vera Whole Health Inc,10,4/11/2020,Healthcare services,Seattle,Washington,,Vera Whole Health is at the vanguard of a health revolution and a national leader in advanced primary care.,
Knowledgehound,2.7,4/10/2020,Software,Chicago,Illinois,Brj Ventures - Gaspar Global Ventures - Investher Ventures - Seyen Capital ,KnowledgeHound’s cloud-based platform lets a company search its own market research studies with the ease of a Google query. ,
Thrasio,100,4/10/2020,Business Products and Services,New York City,New York,,Thrasio is the fastest growing acquirer of Amazon FBA businesses.,
Vir Biotechnology,250,4/11/2020,Biotechnology,San Francisco,California,Glaxosmithkline ,Vir brings together cutting-edge innovations with leading scientific expertise and management to take on some of the world’s most challenging infectious diseases for which solutions are non-existent or inadequate. ,
Acretrader,5,4/11/2020,Software,Fayetteville,Arkansas,RZC Investments,AcreTrader is an agricultural real estate investing platform that helps buyers to buy shares of farmland through an online platform.,
Alpha Foods,28,4/14/2020,Consumer Products and Services,Glendale,California,,"Deliciously convenient 100% plant-based foods focused on taste, texture and sustainability",
Ferrum Health Inc,9,4/13/2020,Healthcare services,San Francisco,California,Blumberg Capital Llc - Gsr Ltd - Valley Capital Partners - Vulcan Capital ,"Ferrum Health is a health technology company that partners with leading hospital systems to reduce the impact of medical errors, modernize quality improvement and improve patient outcomes through the use of artificial intelligence. ",
Mindnest Health,0.3,4/13/2020,Biotechnology,New Haven,Connecticut,NeuroNetworks Fund,Mindnest Health offers online telemedical coaching for parents of children with mental health issues.,
Tropic Technologies,2.1,4/14/2020,Software,New York City,New York,Company Ventures - Founder Collective ,Tropic is a martech concierge platform that makes vendor decisions simple and transparent.,
Climate Service,3.825,4/14/2020,Software,Durham,North Carolina,Association Of International Certified Professional Accountants (aicpa) - Persei Venture - Synovia Capital ,"The Climate Service provides a climate risk modeling and analytics platform to investors, businesses, and governments, which enables:",
Beyond Identity,30,4/14/2020,Software,New York City,New York,Koch Disruptive Technologies,Beyond Identity provides passwordless identity management solutions.,
Byheart,70,4/14/2020,Healthcare services,New York City,New York,D1 Capital Partners - Ocv Partners - Polaris Partners ,"Founded in 2016, ByHeart is a fully integrated infant nutrition company. We are dedicated to translating leading nutrition science and breastmilk research into evolved foods and formulas to support babies’ health and parents’ peace of mind.",
Cerevance,45,4/15/2020,Biotechnology,Cambridge,Massachusetts,Bill Gates - Dementia Discovery Fund - Foresite Capital - Gv (formerly Google Ventures) - Lightstone Ventures Lp - Takeda Pharmaceutical Company Ltd - Takeda Ventures Inc ,"Cerevance, a neuroscience company focused on discovering and developing novel therapeutics for neurological and psychiatric disorders. ",
Cerevance,45,4/15/2020,Biotechnology,Cambridge,Massachusetts,Bill Gates - Dementia Discovery Fund - Foresite Capital - Gv (formerly Google Ventures) - Lightstone Ventures Lp - Takeda Pharmaceutical Company Ltd - Takeda Ventures Inc ,"Cerevance, a neuroscience company focused on discovering and developing novel therapeutics for neurological and psychiatric disorders. ",
Pic Therapeutics,5,4/15/2020,Biotechnology,Boston,Massachusetts,Advent Life Sciences ,"PIC Therapeutics is a Boston, MA-based biotechnology company focused on fundamentally changing how we treat cancer by developing a new generation of therapeutics based on the modulation of RNA translation. ",
Awake Security,36,4/15/2020,Software,Mountain View,California,Energize Ventures - Evolution Equity Partners - Greylock Partners - Liberty Global Ventures ,"Awake Security provides the only advanced security analytics solution that delivers deep visibility and answers to questions that cannot even be asked today, improving productivity tenfold. The company’s patent-pending Security Knowledge Graph™ data model uses machine learning and data science to automate painstaking analyses expert investigators perform.",
Coder,30,4/15/2020,Software,Austin,Texas,GGV Capital - In-q-tel Inc - Redpoint Ventures - Uncork Capital ,Coder is building a full-featured cloud-based development suite.,
Vida Diagnostics Inc,2,4/15/2020,Software,Coralville,Iowa,Osf Ventures ,"At VIDA, our mission is simple. We provide quantitative CT image analysis as a service to aid clinicians in the earlier detection, diagnosis and treatment evaluation of pulmonary diseases. We follow strict, quality controlled processes to ensure the accuracy, objectivity and reproducibility of our analysis to optimize personalized patient management for the pulmonary clinician at the point of care.",biotechnology
Yes Health,6,4/15/2020,Healthcare services,Mill Valley,California,Khosla Ventures ,"Yes Health is the first fully CDC-recognized, all-mobile diabetes prevention program with in-the-moment coaching designed to empower people everywhere to start living healthier, happier lives. ",
Unrd,2.5,4/15/2020,Media and entertainment,San Francisco,California,Backed Vc And Saatchi Invest - Galaxy Eos Vc Fund - Initial Capital - Play Ventures ,Storytelling platform,
Nifty Games,12,4/15/2020,Media and entertainment,Lafayette,California,Axiomatic Gaming - Century Game - Courtside Ventures - Defy Partners - March Capital Partners Lp - Oneteam Ventures - Redbird Capital - Transcend Fund - Vulcan Capital ,"Founded in 2018, Nifty Games brings free to play multiplayer sports gaming to mobile devices. Nifty Games are focused on delivering classic sports gaming style competition to the industry's highest growth segment, with relatively short game sessions that take mere minutes to complete.",
Basil Street Cafe Inc,10,4/16/2020,Consumer Products and Services,Gardena,California,,"Basil Street's Automated Pizza Kitchen (APK) uses its patent-pending, tri-heating element oven technology to provide a delicious meal experience for customers who have limited time or budget, but still want a satisfying, tasty meal.",
Crinetics Pharmaceuticals,100,4/16/2020,Biotechnology,San Diego,California,,"Crinetics is a clinical stage pharmaceutical company focused on the discovery, development and commercialization of novel therapeutics for rare endocrine diseases and endocrine-related tumors.",
Savi Solutions,6,4/17/2020,Software,Centerville,Utah,9yards Capital - Alleycorp - Nyca Partners - Temerity Capital ,"Savi is helping business owners all across North America to be one click away from their locations improving operational efficiency and decreasing loss. Our cloud based, easy-to-use, platform both controls and gathers data through cameras, sensors, POS machine, and other connected devices leading to data driven decisions, efficient employee training, and loss prevention.",
Anodot,35,4/17/2020,Software,Redwood City,California,Aleph - Disruptive Technologies Lp - Intel Capital - La Maison - Redline Capital Management - Samsung Next - Softbank Ventures Asia ,"Anodot applies AI to deliver autonomous analytics in real-time, across all data types, at enterprise scale. Unlike the manual limitations of traditional Business Intelligence, we provide analysts mastery over their business with a self-service AI platform that runs continuously to eliminate blind spots, alert incidents, and investigate root causes.",
Movandi,27,4/17/2020,Software,Irvine,California,Cota Capital - Dnx Ventures - Wrvi Capital ,"Movandi provides 5G mmWave solutions that include 5G BeamXR active routers/repeaters and BeamX RF front-end for fixed wireless CPE, mobile devices, small cells, and Open Radio Access Networks (ORAN) radio units (RU).",
Nelumbo,14,4/17/2020,Industrial and energy,Hayward,California,,"Nelumbo is Providing radical, lasting technological improvements to the heating and cooling industry.",
Parsyl,15,4/17/2020,Business Products and Services,Denver,Colorado,Ascot Group - Glp ,Parsyl est une plateforme de données de la chaîne d’approvisionnement de l’IdO qui fournit des solutions d’assurance des marchandises aux expéditeurs de denrées périssables.,
Everee,10,4/17/2020,Software,Salt Lake City,Utah,Origin Ventures - Signal Peak Ventures ,"Everee is a payroll platform that provides an embedded timeclock, mobile app, automated payroll runs and simplified manager verifications",
Gembah,3.275,4/17/2020,Consumer Products and Services,Austin,Texas,Atx Venture Partners - Capital Factory - Silverton Partners ,"Gembah empowers and enables product innovation. We are democratizing and demystifying the product creation process by helping entrepreneurs, e-commerce sellers and small-to-midsize businesses research, design, and manufacture products.",
Vast Data,100,4/16/2020,Software,New York City,New York,83north - Common Fund - Dell Technologies Capital - Goldman Sachs - Greenfield Partners - Mellanox Capital - Next47 - Norwest Venture Partners ,"At Vast, we’ve architected our platform to support big data experiences for automotive and real estate. And we’ve architected our workplace to support new thinking and big ideas.


",
Kebotix,11.4,4/16/2020,Software,Cambridge,Massachusetts,Novo Holdings ,The Kebotix self-driving lab combines data and AI with robotics to discover and create advanced chemicals and materials at a faster rate and at the push of a button.,
Artio Medical,8.8,4/17/2020,Medical devices and equipment,Fairway,Kansas,,"Artio Medical is a medical device company committed to developing innovative endovascular products for the treatment of peripheral vascular, neurovascular, and structural heart diseases. ",
Stripe Inc,600,4/17/2020,Software,San Francisco,California,Andreessen Horowitz Llc - General Catalyst - Sequoia ,Stripe is a company that provides a way for individuals and businesses to accept payments over the Internet.,payments
Bridgecrew,14,4/18/2020,Business Products and Services,San Francisco,California,Battery Ventures - Dnx Ventures - Homeward Ventures - Nfx - Sorensen Ventures - Tectonic Ventures ,"Bridgecrew develops and delivers security as code, so anyone, anywhere can deploy the defenses needed to protect their cloud infrastructure.",
Faze Clan,40,4/19/2020,Media and entertainment,Los Angeles,California,Ntwrk ,FaZe Clan is the most popular esports organization in the world.,
Mindsdb,3,4/19/2020,Software,Berkeley,California,,"MindsDB is an automated machine learning platform that allows anyone to gain powerful insights from their data. With MindsDB, users can get fast, accurate, and interpretable answers to any of their data questions within minutes.",
Overproof,1.25,4/19/2020,Software,Miami,Florida,,"Overproof is the first and only AI-driven business intelligence and strategic planning platform for the beverage alcohol industry. A Software as a Service (SaaS) company, Overproof helps customers in the beverage alcohol industry create, execute, analyze and optimize winning brand strategies.",
360vuz,5.8,4/20/2020,Software,Los Angeles,California,500 Startups - Hala Ventures - Kbw Ventures - Media Visions - Shorooq Partners - Vision Ventures ,360VUZ is the pioneer Immersive Video Mobile App Teleporting people in time.,
Zikani Therapeutics,7.5,4/20/2020,Biotechnology,Watertown,Massachusetts,Advent Life Sciences - Gurnet Point Capital - Roche Venture Fund ,Zikani Therapeutics is dedicated to delivering innovative treatment options and exceptional optimism for patients.,
Vestiaire Collective,78.1278,4/21/2020,Software,New York City,New York,Cuir Invest - Korelya Capital - Vaultier7 ,"Collective empowers enterprises with technology and expertise to unify digital advertising across platforms, screens and formats. Our solutions are designed to match your business objectives, depth of resources, and preferred level of support.",ecommerce
Invivo Therapeutics Holdings Corp,3,4/20/2020,Biotechnology,Cambridge,Massachusetts,,InVivo Therapeutics Holdings Corp. is a research and clinical-stage biomaterials and biotechnology company with a focus on treatment of spinal cord injuries.,
Cheesecake Factory,200,4/21/2020,Consumer Products and Services,Calabasas Hills,California,Roark Capital ,The Cheesecake Factory Incorporated created the upscale casual dining segment in 1978 with the introduction of its namesake concept. As a leader in the upscale casual dining industry we offer many exciting and rewarding career opportunities for staff members to blaze their own trail of success.,
Guru Technologies Inc,30,4/20/2020,Software,Wynnewood,Pennsylvania,Accel - Emergence Capital - Firstmark Capital Llc - MSD Capital - Slack ,"Guru is a knowledge management solution that keeps customer-facing teams up-to-date, consistent, and confident.",software
Causality Link,5,4/20/2020,Software,Salt Lake City,Utah,Horizon ,"Causality Link provides an AI-powered research platform that extracts the knowledge contained within millions of documents and other text-based sources to provide investors and analysts with an improved perspective on companies, industries and macroeconomic drivers.",
Unlearn.ai Inc,12,4/20/2020,Software,San Francisco,California,8vc - Dcvc - Dcvc Bio - Mubadala Capital Ventures ,Unlearn is the first company to create intelligent control arms.,
Ureeka,8.6,4/20/2020,Business Products and Services,San Francisco,California,Bullpen Capital - Chicago Ventures - Salesforce Ventures ,Ureeka is a Community where small businesses gain unprecedented access to the expertise needed to grow their business.,
Oyster,4.2,4/21/2020,Business Products and Services,San Francisco,California,Connect Ventures - Kima Ventures - Sorenson Ventures - Transferwise ,Oyster is on a mission to remove the barriers to global employment. We want to make it easy for anyone to be fully employed by any company anywhere in the world.,entertainment
Confluent,250,4/23/2020,Software,Mountain View,California,,"Confluent, founded by the original creators of Apache Kafka, pioneered the enterprise-ready event streaming platform. ",
Vibenomics,6,4/22/2020,Software,Fishers,Indiana,,"Vibenomics engages on-site customers through custom audio advertising and licensed music playlists. Managed online, it is easy to use for a business owner with a single location, yet powerful enough for a large organization.",
Hugo,6.1,4/23/2020,Software,San Francisco,California,Entree Capital - Founder Collective - Gradient Ventures - Slack Fund ,Hugo is a collaborative note-taking app focused on sharing meeting notes across teams within companies,
Conservation Labs,0.725,4/23/2020,Industrial and energy,Pittsburgh,Pennsylvania,,"Founded in 2016, Conservation Labs mission is to enable cost-effective and sustainable water use. We invented a way to understand water flow with machine learning.",
Noah (formerly Patch Homes),150,4/23/2020,Finance,San Francisco,California,,Noah is a modern finance company helping homeowners tap into their home value without incurring new monthly payments or interest.,
H1,12.9,4/23/2020,Software,New York City,New York,,H1 is the first company to arm healthcare organizations with live data insights to help fight diseases.,
Inari,45,4/24/2020,IT services,Cambridge,Massachusetts,K2 Healthventures ,"Founded by Flagship Pioneering, Inari is a transformational plant breeding company developing state-of-the-art technology for agriculture's current and future growing needs.",
Tzero Group Inc,5,4/24/2020,Finance,New York City,New York,Goldensand Capital - Goldensand Capital (formerly Known As Gsr Capital) ,"tZERO is a leading financial technology company which owns, develops and operates a suite of fintech solutions for capital markets. The tZERO product offering consists of brokerage services, electronic private market place, digital brokerage and blockchain project development.",
Opera Event,5,4/24/2020,Software,San Francisco,California,Atlas Venture - Everblue Management - Konvoy Ventures ,"At Opera Event, our mission is to help content creators become their own digital brand, regardless of platform. ",
Lead Inclusively Inc,1.5,4/24/2020,Business Products and Services,San Diego,California,,"Lead Inclusively, Inc. is a full-service DEI (Diversity Equity and Inclusion) firm with learning technology solutions that are evolving the way companies execute their Diversity and Inclusion, People Experience, and Leadership Development strategies.",
Clutch,18,4/24/2020,Software,Winchester,Virginia,,Clutch is a small yet highly technical company focused on providing high quality professional services to the Federal Government. ,
Randori,20,4/23/2020,Software,Waltham,Massachusetts,.406 Ventures Llc - 406 Ventures - Accomplice - Harmony Partners - Legion Capital ,Randori provides an automated attack platform that mirrors today’s adversaries to allow defenders to continuously assess their real-world security. ,
Singleops,6,4/23/2020,Software,Atlanta,Georgia,Five Elms Capital ,"SingleOps is the leading all-in-one business management software for outdoor service industries, including tree care, lawn care, full-service landscaping, sod farms and landscape supply.",
Freewire Technologies,25,4/23/2020,Industrial and energy,San Leandro,California,Abb Technology Ventures - Bp Ventures - Energy Innovation Capital - Silicon Valley Bank ,FreeWire believes in electrification beyond the electrical grid; a world where everyone has the opportunity to use clean power wherever and whenever it is needed.,
Affinivax,120,4/23/2020,Biotechnology,Cambridge,Massachusetts,Bain Capital Life Sciences - Viking Global Investors - Ziff Capital Partners ,"Affinivax is developing novel conjugate vaccines based on its proprietary technology platform, the Multiple Antigen Presenting System (MAPS)",
R2 Technologies,10,4/24/2020,Medical devices and equipment,San Ramon,California,Huadong Medicine Company Ltd ,"R2 Technologies is a portfolio company within Pansend Life Sciences, LLC, a subsidiary of HC2 Holdings, Inc. Located in San Ramon, California and founded in late 2014, R2 Technologies is developing medical devices for the treatment of aesthetic and medical skin conditions, including a skin lightening and skin-tone evening product utilizing “cold technology”.",
Laird Superfood Llc,10,4/24/2020,Consumer Products and Services,Sisters,Oregon,Danone Manifesto Ventures ,"Laird Superfood manufactures premium all-natural superfood products including Superfood Creamers, coffees, hydration options, and more.",
Goodpath,4,4/25/2020,Healthcare services,Cambridge,Massachusetts,,"At GoodPath, we are on a mission to redefine how people manage chronic health conditions by combining personalized care with curated solutions.",
